bioguide,name,committee_id,committee_type,committee_name,committee_subcommittee_name,party,title,rank,chamber
G000587,Sylvia R. Garcia,HSBA21,house subcommittee,House Committee on Financial Services,"Digital Assets, Financial Technology, and Artificial Intelligence",minority,,7,
D000032,Byron Donalds,HSBA21,house subcommittee,House Committee on Financial Services,"Digital Assets, Financial Technology, and Artificial Intelligence",majority,,8,
P000620,Brittany Pettersen,HSBA21,house subcommittee,House Committee on Financial Services,"Digital Assets, Financial Technology, and Artificial Intelligence",minority,,8,
N000193,Zachary Nunn,HSBA21,house subcommittee,House Committee on Financial Services,"Digital Assets, Financial Technology, and Artificial Intelligence",majority,,9,
L000607,Sam T. Liccardo,HSBA21,house subcommittee,House Committee on Financial Services,"Digital Assets, Financial Technology, and Artificial Intelligence",minority,,9,
D000634,Troy Downing,HSBA21,house subcommittee,House Committee on Financial Services,"Digital Assets, Financial Technology, and Artificial Intelligence",majority,,10,
H001099,Mike Haridopolos,HSBA21,house subcommittee,House Committee on Financial Services,"Digital Assets, Financial Technology, and Artificial Intelligence",majority,,11,
M001236,Tim Moore,HSBA21,house subcommittee,House Committee on Financial Services,"Digital Assets, Financial Technology, and Artificial Intelligence",majority,,12,
K000388,Trent Kelly,HSAS28,house subcommittee,House Committee on Armed Services,Seapower and Projection Forces,majority,Chairman,1,
C001069,Joe Courtney,HSAS28,house subcommittee,House Committee on Armed Services,Seapower and Projection Forces,minority,Ranking Member,1,
W000804,Robert J. Wittman,HSAS28,house subcommittee,House Committee on Armed Services,Seapower and Projection Forces,majority,,2,
N000188,Donald Norcross,HSAS28,house subcommittee,House Committee on Armed Services,Seapower and Projection Forces,minority,,2,
D000616,Scott DesJarlais,HSAS28,house subcommittee,House Committee on Armed Services,Seapower and Projection Forces,majority,,3,
K000389,Ro Khanna,HSAS28,house subcommittee,House Committee on Armed Services,Seapower and Projection Forces,minority,,3,
B001301,Jack Bergman,HSAS28,house subcommittee,House Committee on Armed Services,Seapower and Projection Forces,majority,,4,
G000592,Jared F. Golden,HSAS28,house subcommittee,House Committee on Armed Services,Seapower and Projection Forces,minority,,4,
J000304,Ronny Jackson,HSAS28,house subcommittee,House Committee on Armed Services,Seapower and Projection Forces,majority,,5,
D000530,Christopher R. Deluzio,HSAS28,house subcommittee,House Committee on Armed Services,Seapower and Projection Forces,minority,,5,
M000194,Nancy Mace,HSAS28,house subcommittee,House Committee on Armed Services,Seapower and Projection Forces,majority,,6,
E000301,Sarah Elfreth,HSAS28,house subcommittee,House Committee on Armed Services,Seapower and Projection Forces,minority,,6,
K000399,Jennifer A. Kiggans,HSAS28,house subcommittee,House Committee on Armed Services,Seapower and Projection Forces,majority,,7,
W000830,George Whitesides,HSAS28,house subcommittee,House Committee on Armed Services,Seapower and Projection Forces,minority,,7,
M001219,James C. Moylan,HSAS28,house subcommittee,House Committee on Armed Services,Seapower and Projection Forces,majority,,8,
V000138,Eugene Simon Vindman,HSAS28,house subcommittee,House Committee on Armed Services,Seapower and Projection Forces,minority,,8,
G000589,Lance Gooden,HSAS28,house subcommittee,House Committee on Armed Services,Seapower and Projection Forces,majority,,9,
H001077,Clay Higgins,HSAS28,house subcommittee,House Committee on Armed Services,Seapower and Projection Forces,majority,,10,
B001298,Don Bacon,HSAS35,house subcommittee,House Committee on Armed Services,"Cyber, Information Technologies, and Innovation",majority,Chairman,1,
K000389,Ro Khanna,HSAS35,house subcommittee,House Committee on Armed Services,"Cyber, Information Technologies, and Innovation",minority,Ranking Member,1,
S001196,Elise M. Stefanik,HSAS35,house subcommittee,House Committee on Armed Services,"Cyber, Information Technologies, and Innovation",majority,,2,
M001196,Seth Moulton,HSAS35,house subcommittee,House Committee on Armed Services,"Cyber, Information Technologies, and Innovation",minority,,2,
F000246,Pat Fallon,HSAS35,house subcommittee,House Committee on Armed Services,"Cyber, Information Technologies, and Innovation",majority,,3,
K000375,William R. Keating,HSAS35,house subcommittee,House Committee on Armed Services,"Cyber, Information Technologies, and Innovation",minority,,3,
F000475,Brad Finstad,HSAS35,house subcommittee,House Committee on Armed Services,"Cyber, Information Technologies, and Innovation",majority,,4,
H001085,Chrissy Houlahan,HSAS35,house subcommittee,House Committee on Armed Services,"Cyber, Information Technologies, and Innovation",minority,,4,
L000603,Morgan Luttrell,HSAS35,house subcommittee,House Committee on Armed Services,"Cyber, Information Technologies, and Innovation",majority,,5,
C001121,Jason Crow,HSAS35,house subcommittee,House Committee on Armed Services,"Cyber, Information Technologies, and Innovation",minority,,5,
K000399,Jennifer A. Kiggans,HSAS35,house subcommittee,House Committee on Armed Services,"Cyber, Information Technologies, and Innovation",majority,,6,
S001207,Mikie Sherrill,HSAS35,house subcommittee,House Committee on Armed Services,"Cyber, Information Technologies, and Innovation",minority,,6,
M001218,Richard McCormick,HSAS35,house subcommittee,House Committee on Armed Services,"Cyber, Information Technologies, and Innovation",majority,,7,
R000579,Patrick Ryan,HSAS35,house subcommittee,House Committee on Armed Services,"Cyber, Information Technologies, and Innovation",minority,,7,
G000589,Lance Gooden,HSAS35,house subcommittee,House Committee on Armed Services,"Cyber, Information Technologies, and Innovation",majority,,8,
W000830,George Whitesides,HSAS35,house subcommittee,House Committee on Armed Services,"Cyber, Information Technologies, and Innovation",minority,,8,
M001239,John J. McGuire III,HSAS35,house subcommittee,House Committee on Armed Services,"Cyber, Information Technologies, and Innovation",majority,,9,
V000138,Eugene Simon Vindman,HSAS35,house subcommittee,House Committee on Armed Services,"Cyber, Information Technologies, and Innovation",minority,,9,
C001137,Jeff Crank,HSAS35,house subcommittee,House Committee on Armed Services,"Cyber, Information Technologies, and Innovation",majority,,10,
F000471,Scott Fitzgerald,HSJU05,house subcommittee,House Committee on the Judiciary,"The Administrative State, Regulatory Reform, and Antitrust",majority,Chair,1,
N000002,Jerrold Nadler,HSJU05,house subcommittee,House Committee on the Judiciary,"The Administrative State, Regulatory Reform, and Antitrust",minority,Ranking Member,1,
I000056,Darrell Issa,HSJU05,house subcommittee,House Committee on the Judiciary,"The Administrative State, Regulatory Reform, and Antitrust",majority,,2,
C001110,J. Luis Correa,HSJU05,house subcommittee,House Committee on the Judiciary,"The Administrative State, Regulatory Reform, and Antitrust",minority,,2,
C001118,Ben Cline,HSJU05,house subcommittee,House Committee on the Judiciary,"The Administrative State, Regulatory Reform, and Antitrust",majority,,3,
B001318,Becca Balint,HSJU05,house subcommittee,House Committee on the Judiciary,"The Administrative State, Regulatory Reform, and Antitrust",minority,,3,
G000589,Lance Gooden,HSJU05,house subcommittee,House Committee on the Judiciary,"The Administrative State, Regulatory Reform, and Antitrust",majority,,4,
G000586,"Jesús G. ""Chuy"" García",HSJU05,house subcommittee,House Committee on the Judiciary,"The Administrative State, Regulatory Reform, and Antitrust",minority,,4,
H001096,Harriet M. Hageman,HSJU05,house subcommittee,House Committee on the Judiciary,"The Administrative State, Regulatory Reform, and Antitrust",majority,,5,
L000397,Zoe Lofgren,HSJU05,house subcommittee,House Committee on the Judiciary,"The Administrative State, Regulatory Reform, and Antitrust",minority,,5,
H001102,Mark Harris,HSJU05,house subcommittee,House Committee on the Judiciary,"The Administrative State, Regulatory Reform, and Antitrust",majority,,6,
J000288,"Henry C. ""Hank"" Johnson, Jr.",HSJU05,house subcommittee,House Committee on the Judiciary,"The Administrative State, Regulatory Reform, and Antitrust",minority,,6,
S001228,Derek Schmidt,HSJU05,house subcommittee,House Committee on the Judiciary,"The Administrative State, Regulatory Reform, and Antitrust",majority,,7,
B001322,Michael Baumgartner,HSJU05,house subcommittee,House Committee on the Judiciary,"The Administrative State, Regulatory Reform, and Antitrust",majority,,8,
O000019,Jay Obernolte,HSSY15,house subcommittee,"House Committee on Science, Space, and Technology",Research and Technology,majority,Chairman,1,
S001215,Haley M. Stevens,HSSY15,house subcommittee,"House Committee on Science, Space, and Technology",Research and Technology,minority,Ranking Member,1,
B001307,James R. Baird,HSSY15,house subcommittee,"House Committee on Science, Space, and Technology",Research and Technology,majority,,2,
S001230,Suhas Subramanyam,HSSY15,house subcommittee,"House Committee on Science, Space, and Technology",Research and Technology,minority,,2,
I000056,Darrell Issa,HSSY15,house subcommittee,"House Committee on Science, Space, and Technology",Research and Technology,majority,,3,
R000620,Luz M. Rivas,HSSY15,house subcommittee,"House Committee on Science, Space, and Technology",Research and Technology,minority,,3,
F000480,Vince Fong,HSSY15,house subcommittee,"House Committee on Science, Space, and Technology",Research and Technology,majority,,4,
M001238,Sarah McBride,HSSY15,house subcommittee,"House Committee on Science, Space, and Technology",Research and Technology,minority,,4,
R000603,David Rouzer,HSSY15,house subcommittee,"House Committee on Science, Space, and Technology",Research and Technology,majority,,5,
M001232,April McClain Delaney,HSSY15,house subcommittee,"House Committee on Science, Space, and Technology",Research and Technology,minority,,5,
B001325,Sheri Biggs,HSSY15,house subcommittee,"House Committee on Science, Space, and Technology",Research and Technology,majority,,6,
K000403,Mike Kennedy,HSSY15,house subcommittee,"House Committee on Science, Space, and Technology",Research and Technology,majority,,7,
H001099,Mike Haridopolos,HSSY16,house subcommittee,"House Committee on Science, Space, and Technology",Space and Aeronautics,majority,Chairman,1,
F000477,Valerie P. Foushee,HSSY16,house subcommittee,"House Committee on Science, Space, and Technology",Space and Aeronautics,minority,Ranking Member,1,
W000806,Daniel Webster,HSSY16,house subcommittee,"House Committee on Science, Space, and Technology",Space and Aeronautics,majority,,2,
G000602,Laura Gillen,HSSY16,house subcommittee,"House Committee on Science, Space, and Technology",Space and Aeronautics,minority,,2,
M001218,Richard McCormick,HSSY16,house subcommittee,"House Committee on Science, Space, and Technology",Space and Aeronautics,majority,,3,
W000830,George Whitesides,HSSY16,house subcommittee,"House Committee on Science, Space, and Technology",Space and Aeronautics,minority,,3,
C001129,Mike Collins,HSSY16,house subcommittee,"House Committee on Science, Space, and Technology",Space and Aeronautics,majority,,4,
S001215,Haley M. Stevens,HSSY16,house subcommittee,"House Committee on Science, Space, and Technology",Space and Aeronautics,minority,,4,
F000480,Vince Fong,HSSY16,house subcommittee,"House Committee on Science, Space, and Technology",Space and Aeronautics,majority,,5,
S001226,Andrea Salinas,HSSY16,house subcommittee,"House Committee on Science, Space, and Technology",Space and Aeronautics,minority,,5,
S001224,Keith Self,HSSY16,house subcommittee,"House Committee on Science, Space, and Technology",Space and Aeronautics,majority,,6,
K000403,Mike Kennedy,HSSY16,house subcommittee,"House Committee on Science, Space, and Technology",Space and Aeronautics,majority,,7,
S001224,Keith Self,HSFA14,house subcommittee,House Committee on Foreign Affairs,Europe,majority,Chair,1,
K000375,William R. Keating,HSFA14,house subcommittee,House Committee on Foreign Affairs,Europe,minority,Ranking Member,1,
M001157,Michael T. McCaul,HSFA14,house subcommittee,House Committee on Foreign Affairs,Europe,majority,,2,
T000468,Dina Titus,HSFA14,house subcommittee,House Committee on Foreign Affairs,Europe,minority,,2,
W000795,Joe Wilson,HSFA14,house subcommittee,House Committee on Foreign Affairs,Europe,majority,,3,
C001059,Jim Costa,HSFA14,house subcommittee,House Committee on Foreign Affairs,Europe,minority,,3,
K000397,Young Kim,HSFA14,house subcommittee,House Committee on Foreign Affairs,Europe,majority,,4,
A000380,Gabe Amo,HSFA14,house subcommittee,House Committee on Foreign Affairs,Europe,minority,,4,
D000626,Warren Davidson,HSFA14,house subcommittee,House Committee on Foreign Affairs,Europe,majority,,5,
J000310,Julie Johnson,HSFA14,house subcommittee,House Committee on Foreign Affairs,Europe,minority,,5,
L000596,Anna Paulina Luna,HSFA14,house subcommittee,House Committee on Foreign Affairs,Europe,majority,,6,
M001238,Sarah McBride,HSFA14,house subcommittee,House Committee on Foreign Affairs,Europe,minority,,6,
G000568,H. Morgan Griffith,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,majority,Chair,1,
D000197,Diana DeGette,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,minority,Ranking Member,1,
H001086,Diana Harshbarger,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,majority,Vice Chair,2,
R000599,Raul Ruiz,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,minority,,2,
B001257,Gus M. Bilirakis,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,majority,,3,
D000624,Debbie Dingell,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,minority,,3,
C001103,"Earl L. ""Buddy"" Carter",HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,majority,,4,
K000385,Robin L. Kelly,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,minority,,4,
D000628,Neal P. Dunn,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,majority,,5,
B001300,Nanette Diaz Barragán,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,minority,,5,
C001120,Dan Crenshaw,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,majority,,6,
S001216,Kim Schrier,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,minority,,6,
J000302,John Joyce,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,majority,,7,
T000482,Lori Trahan,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,minority,,7,
B001306,Troy Balderson,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,majority,,8,
V000131,Marc A. Veasey,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,minority,,8,
M001215,Mariannette Miller-Meeks,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,majority,,9,
F000468,Lizzie Fletcher,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,minority,,9,
C001039,Kat Cammack,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,majority,,10,
O000172,Alexandria Ocasio-Cortez,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,minority,,10,
O000019,Jay Obernolte,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,majority,,11,
A000148,Jake Auchincloss,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,minority,,11,
J000307,John James,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,majority,,12,
C001125,Troy A. Carter,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,minority,,12,
B000668,Cliff Bentz,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,majority,,13,
L000601,Greg Landsman,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,minority,,13,
H001093,Erin Houchin,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,majority,,14,
L000600,Nicholas A. Langworthy,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,majority,,15,
K000398,"Thomas H. Kean, Jr.",HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,majority,,16,
R000619,Michael A. Rulli,HSIF14,house subcommittee,House Committee on Energy and Commerce,Health,majority,,17,
L000585,Darin LaHood,HSWM03,house subcommittee,House Committee on Ways and Means,Work and Welfare,majority,Chair,1,
D000096,Danny K. Davis,HSWM03,house subcommittee,House Committee on Ways and Means,Work and Welfare,minority,Ranking Member,1,
C001126,Mike Carey,HSWM03,house subcommittee,House Committee on Ways and Means,Work and Welfare,majority,,2,
C001080,Judy Chu,HSWM03,house subcommittee,House Committee on Ways and Means,Work and Welfare,minority,,2,
Y000067,Rudy Yakym III,HSWM03,house subcommittee,House Committee on Ways and Means,Work and Welfare,majority,,3,
M001160,Gwen Moore,HSWM03,house subcommittee,House Committee on Ways and Means,Work and Welfare,minority,,3,
M001222,Max L. Miller,HSWM03,house subcommittee,House Committee on Ways and Means,Work and Welfare,majority,,4,
E000296,Dwight Evans,HSWM03,house subcommittee,House Committee on Ways and Means,Work and Welfare,minority,,4,
B001314,Aaron Bean,HSWM03,house subcommittee,House Committee on Ways and Means,Work and Welfare,majority,,5,
G000585,Jimmy Gomez,HSWM03,house subcommittee,House Committee on Ways and Means,Work and Welfare,minority,,5,
M001224,Nathaniel Moran,HSWM03,house subcommittee,House Committee on Ways and Means,Work and Welfare,majority,,6,
V000134,Beth Van Duyne,HSWM03,house subcommittee,House Committee on Ways and Means,Work and Welfare,majority,,7,
F000446,Randy Feenstra,HSWM03,house subcommittee,House Committee on Ways and Means,Work and Welfare,majority,,8,
F000246,Pat Fallon,HSAS02,house subcommittee,House Committee on Armed Services,Military Personnel,majority,Chairman,1,
H001085,Chrissy Houlahan,HSAS02,house subcommittee,House Committee on Armed Services,Military Personnel,minority,Ranking Member,1,
S001196,Elise M. Stefanik,HSAS02,house subcommittee,House Committee on Armed Services,Military Personnel,majority,,2,
J000305,Sara Jacobs,HSAS02,house subcommittee,House Committee on Armed Services,Military Personnel,minority,,2,
M000194,Nancy Mace,HSAS02,house subcommittee,House Committee on Armed Services,Military Personnel,majority,,3,
S001159,Marilyn Strickland,HSAS02,house subcommittee,House Committee on Armed Services,Military Personnel,minority,,3,
K000399,Jennifer A. Kiggans,HSAS02,house subcommittee,House Committee on Armed Services,Military Personnel,majority,,4,
T000487,Jill N. Tokuda,HSAS02,house subcommittee,House Committee on Armed Services,Military Personnel,minority,,4,
M001216,Cory Mills,HSAS02,house subcommittee,House Committee on Armed Services,Military Personnel,majority,,5,
C001123,"Gilbert Ray Cisneros, Jr.",HSAS02,house subcommittee,House Committee on Armed Services,Military Personnel,minority,,5,
H001101,Pat Harrigan,HSAS02,house subcommittee,House Committee on Armed Services,Military Personnel,majority,,6,
G000604,Maggie Goodlander,HSAS02,house subcommittee,House Committee on Armed Services,Military Personnel,minority,,6,
S001228,Derek Schmidt,HSAS02,house subcommittee,House Committee on Armed Services,Military Personnel,majority,,7,
C001137,Jeff Crank,HSAS02,house subcommittee,House Committee on Armed Services,Military Personnel,majority,,8,
W000812,Ann Wagner,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,majority,Chairman,1,
S000344,Brad Sherman,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,minority,Ranking Member,1,
G000597,Andrew R. Garbarino,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,majority,Vice Chairman,2,
S001157,David Scott,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,minority,,2,
L000491,Frank D. Lucas,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,majority,,3,
M001137,Gregory W. Meeks,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,minority,,3,
S000250,Pete Sessions,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,majority,,4,
V000130,Juan Vargas,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,minority,,4,
D000626,Warren Davidson,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,majority,,5,
G000583,Josh Gottheimer,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,minority,,5,
S001213,Bryan Steil,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,majority,,6,
G000581,Vicente Gonzalez,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,minority,,6,
S001188,Marlin A. Stutzman,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,majority,,7,
C001117,Sean Casten,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,minority,,7,
L000599,Michael Lawler,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,majority,,8,
C001061,Emanuel Cleaver,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,minority,,8,
O000175,Andrew Ogles,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,majority,,9,
L000562,Stephen F. Lynch,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,minority,,9,
N000193,Zachary Nunn,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,majority,,10,
F000110,Cleo Fields,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,minority,,10,
M001136,Lisa C. McClain,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,majority,,11,
B001326,Janelle S. Bynum,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,minority,,11,
S000168,Maria Elvira Salazar,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,majority,,12,
D000634,Troy Downing,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,majority,,13,
H001099,Mike Haridopolos,HSBA16,house subcommittee,House Committee on Financial Services,Capital Markets,majority,,14,
B001282,Andy Barr,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,majority,Chairman,1,
F000454,Bill Foster,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,minority,Ranking Member,1,
L000583,Barry Loudermilk,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,majority,Vice Chairman,2,
V000081,Nydia M. Velázquez,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,minority,,2,
H001058,Bill Huizenga,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,majority,,3,
M001137,Gregory W. Meeks,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,minority,,3,
W000816,Roger Williams,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,majority,,4,
S001157,David Scott,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,minority,,4,
R000612,John W. Rose,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,majority,,5,
S000344,Brad Sherman,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,minority,,5,
T000480,William R. Timmons IV,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,majority,,6,
G000553,Al Green,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,minority,,6,
N000190,Ralph Norman,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,majority,,7,
V000130,Juan Vargas,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,minority,,7,
M001204,Daniel Meuser,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,majority,,8,
C001117,Sean Casten,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,minority,,8,
K000397,Young Kim,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,majority,,9,
L000562,Stephen F. Lynch,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,minority,,9,
D000032,Byron Donalds,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,majority,,10,
B001281,Joyce Beatty,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,minority,,10,
F000471,Scott Fitzgerald,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,majority,,11,
F000110,Cleo Fields,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,minority,,11,
F000474,Mike Flood,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,majority,,12,
D000594,Monica De La Cruz,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,majority,,13,
M001236,Tim Moore,HSBA20,house subcommittee,House Committee on Financial Services,Financial Institutions,majority,,14,
L000599,Michael Lawler,HSFA13,house subcommittee,House Committee on Foreign Affairs,Middle East and North Africa,majority,Chair,1,
C001127,Sheila Cherfilus-McCormick,HSFA13,house subcommittee,House Committee on Foreign Affairs,Middle East and North Africa,minority,Ranking Member,1,
W000795,Joe Wilson,HSFA13,house subcommittee,House Committee on Foreign Affairs,Middle East and North Africa,majority,,2,
S000344,Brad Sherman,HSFA13,house subcommittee,House Committee on Foreign Affairs,Middle East and North Africa,minority,,2,
I000056,Darrell Issa,HSFA13,house subcommittee,House Committee on Foreign Affairs,Middle East and North Africa,majority,,3,
K000375,William R. Keating,HSFA13,house subcommittee,House Committee on Foreign Affairs,Middle East and North Africa,minority,,3,
B001309,Tim Burchett,HSFA13,house subcommittee,House Committee on Foreign Affairs,Middle East and North Africa,majority,,4,
M000687,Kweisi Mfume,HSFA13,house subcommittee,House Committee on Foreign Affairs,Middle East and North Africa,minority,,4,
J000304,Ronny Jackson,HSFA13,house subcommittee,House Committee on Foreign Affairs,Middle East and North Africa,majority,,5,
L000606,George Latimer,HSFA13,house subcommittee,House Committee on Foreign Affairs,Middle East and North Africa,minority,,5,
K000398,"Thomas H. Kean, Jr.",HSFA13,house subcommittee,House Committee on Foreign Affairs,Middle East and North Africa,majority,,6,
Z000018,Ryan K. Zinke,HSFA13,house subcommittee,House Committee on Foreign Affairs,Middle East and North Africa,majority,,7,
B001322,Michael Baumgartner,HSFA13,house subcommittee,House Committee on Foreign Affairs,Middle East and North Africa,majority,,8,
F000466,Brian K. Fitzpatrick,HLIG01,house subcommittee,House Permanent Select Committee on Intelligence,Central Intelligence Agency,majority,Chairman,1,
G000585,Jimmy Gomez,HLIG01,house subcommittee,House Permanent Select Committee on Intelligence,Central Intelligence Agency,minority,Ranking Member,1,
L000585,Darin LaHood,HLIG01,house subcommittee,House Permanent Select Committee on Intelligence,Central Intelligence Agency,majority,Vice Chairman,2,
C001091,Joaquin Castro,HLIG01,house subcommittee,House Permanent Select Committee on Intelligence,Central Intelligence Agency,minority,,2,
K000388,Trent Kelly,HLIG01,house subcommittee,House Permanent Select Committee on Intelligence,Central Intelligence Agency,majority,,3,
K000391,Raja Krishnamoorthi,HLIG01,house subcommittee,House Permanent Select Committee on Intelligence,Central Intelligence Agency,minority,,3,
S001189,Austin Scott,HLIG01,house subcommittee,House Permanent Select Committee on Intelligence,Central Intelligence Agency,majority,,4,
C001121,Jason Crow,HLIG01,house subcommittee,House Permanent Select Committee on Intelligence,Central Intelligence Agency,minority,,4,
C001120,Dan Crenshaw,HLIG01,house subcommittee,House Permanent Select Committee on Intelligence,Central Intelligence Agency,majority,,5,
J000304,Ronny Jackson,HLIG01,house subcommittee,House Permanent Select Committee on Intelligence,Central Intelligence Agency,majority,,6,
B000740,Stephanie I. Bice,HSHA27,house subcommittee,House Committee on House Administration,Modernization and Innovation,majority,Chair,1,
T000474,Norma J. Torres,HSHA27,house subcommittee,House Committee on House Administration,Modernization and Innovation,minority,Ranking Member,1,
C001126,Mike Carey,HSHA27,house subcommittee,House Committee on House Administration,Modernization and Innovation,majority,,2,
M001206,Joseph D. Morelle,HSHA27,house subcommittee,House Committee on House Administration,Modernization and Innovation,minority,,2,
M001230,Ryan Mackenzie,HSED10,house subcommittee,House Committee on Education and Workforce,Workforce Protections,majority,Chairman,1,
O000173,Ilhan Omar,HSED10,house subcommittee,House Committee on Education and Workforce,Workforce Protections,minority,Ranking Member,1,
M001233,Mark B. Messmer,HSED10,house subcommittee,House Committee on Education and Workforce,Workforce Protections,majority,,2,
S001215,Haley M. Stevens,HSED10,house subcommittee,House Committee on Education and Workforce,Workforce Protections,minority,,2,
G000576,Glenn Grothman,HSED10,house subcommittee,House Committee on Education and Workforce,Workforce Protections,majority,,3,
C001131,Greg Casar,HSED10,house subcommittee,House Committee on Education and Workforce,Workforce Protections,minority,,3,
C001108,James Comer,HSED10,house subcommittee,House Committee on Education and Workforce,Workforce Protections,majority,,4,
T000472,Mark Takano,HSED10,house subcommittee,House Committee on Education and Workforce,Workforce Protections,minority,,4,
M001211,Mary E. Miller,HSED10,house subcommittee,House Committee on Education and Workforce,Workforce Protections,majority,,5,
F000484,Randy Fine,HSED10,house subcommittee,House Committee on Education and Workforce,Workforce Protections,majority,,6,
F000459,"Charles J. ""Chuck"" Fleischmann",HSAP10,house subcommittee,House Committee on Appropriations,Energy and Water Development and Related Agencies,majority,Chair,1,
K000009,Marcy Kaptur,HSAP10,house subcommittee,House Committee on Appropriations,Energy and Water Development and Related Agencies,minority,Ranking Member,1,
S001148,Michael K. Simpson,HSAP10,house subcommittee,House Committee on Appropriations,Energy and Water Development and Related Agencies,majority,,2,
C000537,James E. Clyburn,HSAP10,house subcommittee,House Committee on Appropriations,Energy and Water Development and Related Agencies,minority,,2,
C000059,Ken Calvert,HSAP10,house subcommittee,House Committee on Appropriations,Energy and Water Development and Related Agencies,majority,,3,
W000797,Debbie Wasserman Schultz,HSAP10,house subcommittee,House Committee on Appropriations,Energy and Water Development and Related Agencies,minority,,3,
